"analysis_id","analysis_family","geography","geography_label","map_id","age_group","sex","frequency","wave","start","end_exclusive","observed_periods","observed_deaths","expected_lower","expected_median","expected_upper","delta_lower","delta_median","delta_upper","p_lower","p_median","p_upper","posterior_draws","status"
"europe__europe__el__ge80__female","europe","EL","Greece","EL","GE80","female","weekly","alpha",2020-11-01,2021-07-01,35,33109,29059.7,32084,35439.1,-2330.1,1025,4049.3,-0.0657494120821315,0.0319473881062212,0.139344182413123,3000,"success"
"europe__europe__el__ge80__female","europe","EL","Greece","EL","GE80","female","weekly","delta",2021-07-01,2022-01-01,26,25882,19708.8,22259.5,25451.25,430.75,3622.5,6173.2,0.0169245163736898,0.1627395050679,0.313220495615397,3000,"success"
"europe__europe__el__ge80__female","europe","EL","Greece","EL","GE80","female","weekly","omicron",2022-01-01,2024-04-01,117,107072,100169.775,109854.5,122350.125,-15278.125,-2782.5,6902.225,-0.124872164990772,-0.0253289573440106,0.0689052662948502,3000,"success"
"europe__europe__el__ge80__male","europe","EL","Greece","EL","GE80","male","weekly","initial",2020-03-01,2020-11-01,35,21557,20345.975,21890,23588.075,-2031.075,-333,1211.025,-0.0861060087142162,-0.0152124257651896,0.0595216007721131,3000,"success"
"europe__europe__el__ge80__male","europe","EL","Greece","EL","GE80","male","weekly","alpha",2020-11-01,2021-07-01,35,25497,21895.95,24089.5,26489.1,-992.1,1407.5,3601.05,-0.0374531405684006,0.0584279462414881,0.164461921277024,3000,"success"
"europe__europe__el__ge80__male","europe","EL","Greece","EL","GE80","male","weekly","delta",2021-07-01,2022-01-01,26,19756,14702,16763.5,19094.2,661.8,2992.5,5054,0.034659744032129,0.178512841445735,0.343762753366889,3000,"success"
"europe__europe__el__ge80__male","europe","EL","Greece","EL","GE80","male","weekly","omicron",2022-01-01,2024-04-01,117,80181,74638.675,82673,91371.425,-11190.425,-2492,5542.32500000001,-0.122471822370703,-0.0301428506818284,0.0742554451544796,3000,"success"
"europe__europe__el__ge80__total","europe","EL","Greece","EL","GE80","total","weekly","initial",2020-03-01,2020-11-01,35,50891,47568.775,51256,55543.25,-4652.25,-365,3322.225,-0.0837590519063594,-0.00712111752770407,0.069840458250448,3000,"success"
"europe__europe__el__ge80__total","europe","EL","Greece","EL","GE80","total","weekly","alpha",2020-11-01,2021-07-01,35,58606,51141.75,56122,62011.2,-3405.2,2484,7464.25,-0.0549126605553125,0.0442607177221054,0.145952182993897,3000,"success"
"europe__europe__el__ge80__total","europe","EL","Greece","EL","GE80","total","weekly","delta",2021-07-01,2022-01-01,26,45638,34233.75,39086.5,44300.525,1337.475,6551.5,11404.25,0.0301909571017474,0.167615417278809,0.333128859530357,3000,"success"
"europe__europe__el__ge80__total","europe","EL","Greece","EL","GE80","total","weekly","omicron",2022-01-01,2024-04-01,117,187253,176350.5,192839.5,214730,-27477,-5586.5,10902.5,-0.12796068819127,-0.0289696870637424,0.0618229068163789,3000,"success"
"europe__europe__es__20-39__female","europe","ES","Spain","ES","20-39","female","weekly","initial",2020-03-01,2020-11-01,35,962,773.975,846,927,35,116,188.025,0.0377562028047465,0.137115839243499,0.242934253938647,3000,"success"
"europe__europe__es__20-39__female","europe","ES","Spain","ES","20-39","female","weekly","alpha",2020-11-01,2021-07-01,34,883,739,816,905,-22,67,144,-0.0243093922651934,0.0821078431372549,0.194857916102842,3000,"success"
"europe__europe__es__20-39__female","europe","ES","Spain","ES","20-39","female","weekly","delta",2021-07-01,2022-01-01,26,737,532.975,601.5,679,58,135.5,204.025,0.085419734904271,0.225271004582617,0.382804190353934,3000,"success"
"europe__europe__es__20-39__female","europe","ES","Spain","ES","20-39","female","weekly","omicron",2022-01-01,2024-04-01,117,2997,2288.975,2603,3004.05,-7.04999999999998,394,708.025,-0.00234682100512689,0.151363810987322,0.309319679746859,3000,"success"
"europe__europe__es__20-39__male","europe","ES","Spain","ES","20-39","male","weekly","initial",2020-03-01,2020-11-01,35,2008,1701,1839,1977,31,169,307,0.0156803237228123,0.0918977705274606,0.180482069370958,3000,"success"
"europe__europe__es__20-39__male","europe","ES","Spain","ES","20-39","male","weekly","alpha",2020-11-01,2021-07-01,34,1898,1593.975,1766,1938,-40,132,304.025,-0.020639834881321,0.0747451868629672,0.190733868611184,3000,"success"
"europe__europe__es__20-39__male","europe","ES","Spain","ES","20-39","male","weekly","delta",2021-07-01,2022-01-01,26,1532,1179,1335,1507.025,24.975,197,353,0.0165723968958301,0.147565543071161,0.299406276505513,3000,"success"
"europe__europe__es__20-39__male","europe","ES","Spain","ES","20-39","male","weekly","omicron",2022-01-01,2024-04-01,117,6485,4813.875,5845,7008.025,-523.025,640,1671.125,-0.0746322960865384,0.109495295124038,0.347147603687277,3000,"success"
"europe__europe__es__20-39__total","europe","ES","Spain","ES","20-39","total","weekly","initial",2020-03-01,2020-11-01,35,2970,2513.975,2681,2854,116,289,456.025,0.0406447091800981,0.107795598657217,0.181396000938319,3000,"success"
"europe__europe__es__20-39__total","europe","ES","Spain","ES","20-39","total","weekly","alpha",2020-11-01,2021-07-01,34,2781,2362,2578.5,2794.025,-13.025,202.5,419,-0.00466173041388203,0.0785340719681644,0.177392040643522,3000,"success"
"europe__europe__es__20-39__total","europe","ES","Spain","ES","20-39","total","weekly","delta",2021-07-01,2022-01-01,26,2269,1726,1930,2141,128,339,543,0.0597851471275105,0.175647668393782,0.31460023174971,3000,"success"
"europe__europe__es__20-39__total","europe","ES","Spain","ES","20-39","total","weekly","omicron",2022-01-01,2024-04-01,117,9513,7073.875,8385,9823.025,-310.025,1128,2439.125,-0.0315610514680695,0.134525939177102,0.344807494608758,3000,"success"
"europe__europe__es__40-59__female","europe","ES","Spain","ES","40-59","female","weekly","initial",2020-03-01,2020-11-01,35,8130,7098,7349,7607.075,522.925,781,1032,0.0687419317949596,0.106272962307797,0.145393068469992,3000,"success"
"europe__europe__es__40-59__female","europe","ES","Spain","ES","40-59","female","weekly","alpha",2020-11-01,2021-07-01,34,7635,7071.95,7387,7693,-58,248,563.05,-0.0075393214610685,0.0335724922160552,0.0796173636533822,3000,"success"
"europe__europe__es__40-59__female","europe","ES","Spain","ES","40-59","female","weekly","delta",2021-07-01,2022-01-01,26,5772,5264,5546,5814.025,-42.025,226,508,-0.00722821037724045,0.0407500901550667,0.0965045592705167,3000,"success"
"europe__europe__es__40-59__female","europe","ES","Spain","ES","40-59","female","weekly","omicron",2022-01-01,2024-04-01,117,25683,23438.95,25204.5,26852.275,-1169.275,478.5,2244.05,-0.0435447236774772,0.0189847055131889,0.0957402104001402,3000,"success"
"europe__europe__es__40-59__male","europe","ES","Spain","ES","40-59","male","weekly","initial",2020-03-01,2020-11-01,35,15688,13585.975,14027,14450.05,1237.95,1661,2102.025,0.0856709843443084,0.118414486347758,0.154720217140975,3000,"success"
"europe__europe__es__40-59__male","europe","ES","Spain","ES","40-59","male","weekly","alpha",2020-11-01,2021-07-01,34,15122,13557.925,14128.5,14684.025,437.975,993.5,1564.075,0.0298266314385441,0.070318860384259,0.115362418515444,3000,"success"
"europe__europe__es__40-59__male","europe","ES","Spain","ES","40-59","male","weekly","delta",2021-07-01,2022-01-01,26,11130,9898,10473,10978.05,151.95,657,1232,0.0138412567808244,0.0627327413348611,0.124469589816124,3000,"success"
"europe__europe__es__40-59__male","europe","ES","Spain","ES","40-59","male","weekly","omicron",2022-01-01,2024-04-01,117,48347,43347.75,47156,50667.325,-2320.325,1191,4999.25,-0.045795291589595,0.0252565951310544,0.115328940088704,3000,"success"
"europe__europe__es__40-59__total","europe","ES","Spain","ES","40-59","total","weekly","initial",2020-03-01,2020-11-01,35,23818,20699,21310,21874,1944,2508,3119,0.0888726341775624,0.1176912247771,0.150683607903763,3000,"success"
"europe__europe__es__40-59__total","europe","ES","Spain","ES","40-59","total","weekly","alpha",2020-11-01,2021-07-01,34,22757,20584,21382.5,22176,581,1374.5,2173,0.0261994949494949,0.0642815392233542,0.10556743101438,3000,"success"
"europe__europe__es__40-59__total","europe","ES","Spain","ES","40-59","total","weekly","delta",2021-07-01,2022-01-01,26,16902,15176.9,15965,16668.025,233.975,937,1725.1,0.0140373560444518,0.0586908863138115,0.113666165595411,3000,"success"
"europe__europe__es__40-59__total","europe","ES","Spain","ES","40-59","total","weekly","omicron",2022-01-01,2024-04-01,117,74027,66535.775,71831,76859.7,-2832.7,2196,7491.225,-0.036855462103177,0.030571758911155,0.112589430768922,3000,"success"
"europe__europe__es__60-79__female","europe","ES","Spain","ES","60-79","female","weekly","initial",2020-03-01,2020-11-01,35,32941,25107.825,26635.5,28296.2,4644.8,6305.5,7833.175,0.164149251990146,0.236732932049631,0.311981426604147,3000,"success"
"europe__europe__es__60-79__female","europe","ES","Spain","ES","60-79","female","weekly","alpha",2020-11-01,2021-07-01,34,31987,25159.7,27096.5,29224.175,2762.825,4890.5,6827.3,0.0945390261563584,0.180484568044706,0.271358568561872,3000,"success"
"europe__europe__es__60-79__female","europe","ES","Spain","ES","60-79","female","weekly","delta",2021-07-01,2022-01-01,26,22811,18306.975,20260,22319,492,2551,4504.025,0.0220439983870245,0.125913129318855,0.246027811894599,3000,"success"
"europe__europe__es__60-79__female","europe","ES","Spain","ES","60-79","female","weekly","omicron",2022-01-01,2024-04-01,117,108036,85246.925,93272,103106.375,4929.625,14764,22789.075,0.0478110597499608,0.158289733253281,0.267330170598663,3000,"success"
"europe__europe__es__60-79__male","europe","ES","Spain","ES","60-79","male","weekly","initial",2020-03-01,2020-11-01,35,60800,46679.95,48951,51457.175,9342.825,11849,14120.05,0.181565059244349,0.242058384915528,0.302486399465308,3000,"success"
"europe__europe__es__60-79__male","europe","ES","Spain","ES","60-79","male","weekly","alpha",2020-11-01,2021-07-01,34,59629,48190.975,51490.5,54821.675,4807.325,8138.5,11438.025,0.0876902311428585,0.158058283578604,0.237347864421209,3000,"success"
"europe__europe__es__60-79__male","europe","ES","Spain","ES","60-79","male","weekly","delta",2021-07-01,2022-01-01,26,41526,34061.95,37005,40392.2,1133.8,4521,7464.05,0.0280697768306242,0.122172679367653,0.219131611768847,3000,"success"
"europe__europe__es__60-79__male","europe","ES","Spain","ES","60-79","male","weekly","omicron",2022-01-01,2024-04-01,117,191799,162657.025,175225,189589.575,2209.425,16574,29141.975,0.0116537334879986,0.0945869609067373,0.179162106701677,3000,"success"
"europe__europe__es__60-79__total","europe","ES","Spain","ES","60-79","total","weekly","initial",2020-03-01,2020-11-01,35,93741,71790.625,75626,79917.075,13823.925,18115,21950.375,0.17297836542716,0.239534022690609,0.305755453442169,3000,"success"
"europe__europe__es__60-79__total","europe","ES","Spain","ES","60-79","total","weekly","alpha",2020-11-01,2021-07-01,34,91616,73156.675,78429.5,84489.475,7126.525,13186.5,18459.325,0.0843480813782796,0.168131889576136,0.252325916541847,3000,"success"
"europe__europe__es__60-79__total","europe","ES","Spain","ES","60-79","total","weekly","delta",2021-07-01,2022-01-01,26,64337,52125.65,57289,63072.7,1264.3,7048,12211.35,0.0200451274311511,0.123025365714627,0.234267584445544,3000,"success"
"europe__europe__es__60-79__total","europe","ES","Spain","ES","60-79","total","weekly","omicron",2022-01-01,2024-04-01,117,299837,247936.725,267730.5,294462.275,5374.725,32106.5,51900.275,0.0182526777333314,0.119920965490454,0.209328714755258,3000,"success"
"europe__europe__es__ge80__female","europe","ES","Spain","ES","GE80","female","weekly","initial",2020-03-01,2020-11-01,35,121059,93106.75,102655.5,112277.35,8781.65,18403.5,27952.25,0.0782139055283502,0.179274369155787,0.300217224143713,3000,"success"
"europe__europe__es__ge80__female","europe","ES","Spain","ES","GE80","female","weekly","alpha",2020-11-01,2021-07-01,34,107637,98224.375,111280,124532.175,-16895.175,-3643,9412.625,-0.135669155314365,-0.0327372365841346,0.0958277939666349,3000,"success"
"europe__europe__es__ge80__female","europe","ES","Spain","ES","GE80","female","weekly","delta",2021-07-01,2022-01-01,26,77263,63880.75,75562,89165.6,-11902.6,1701,13382.25,-0.133488688803933,0.0225113152113496,0.209488113626388,3000,"success"
"europe__europe__es__ge80__female","europe","ES","Spain","ES","GE80","female","weekly","omicron",2022-01-01,2024-04-01,117,365526,335421.9,388276,427242.9,-61716.9,-22750,30104.1,-0.144453888234803,-0.0585923414740513,0.0897499600679972,3000,"success"
"europe__europe__es__ge80__male","europe","ES","Spain","ES","GE80","male","weekly","initial",2020-03-01,2020-11-01,35,86877,67224,74012,80889.05,5987.95,12865,19653,0.0740267069683048,0.173823164668427,0.292350946090682,3000,"success"
"europe__europe__es__ge80__male","europe","ES","Spain","ES","GE80","male","weekly","alpha",2020-11-01,2021-07-01,34,81345,70202.225,79286.5,88623.5,-7278.5,2058.5,11142.775,-0.0821283282542565,0.0259628175655491,0.158723963332981,3000,"success"
"europe__europe__es__ge80__male","europe","ES","Spain","ES","GE80","male","weekly","delta",2021-07-01,2022-01-01,26,55741,46616.2,54285,62997.325,-7256.325,1456,9124.8,-0.115184651763445,0.0268214111199426,0.195743124507402,3000,"success"
"europe__europe__es__ge80__male","europe","ES","Spain","ES","GE80","male","weekly","omicron",2022-01-01,2024-04-01,117,261604,230918.05,275725.5,303198.075,-41594.075,-14121.5,30685.95,-0.137184494071321,-0.0512157923654039,0.13288675669911,3000,"success"
"europe__europe__es__ge80__total","europe","ES","Spain","ES","GE80","total","weekly","initial",2020-03-01,2020-11-01,35,207936,163769.975,178193,193540.4,14395.6,29743,44166.025,0.0743803362741667,0.166914527062687,0.269683293536876,3000,"success"
"europe__europe__es__ge80__total","europe","ES","Spain","ES","GE80","total","weekly","alpha",2020-11-01,2021-07-01,34,188982,171942.9,192148,215361.55,-26379.55,-3166,17039.1,-0.122489594670722,-0.0164768821633994,0.0990974329413603,3000,"success"
"europe__europe__es__ge80__total","europe","ES","Spain","ES","GE80","total","weekly","delta",2021-07-01,2022-01-01,26,133004,112924.25,131428,153242.2,-20238.2,1576,20079.75,-0.132066729057568,0.0119913602337244,0.177816113425454,3000,"success"
"europe__europe__es__ge80__total","europe","ES","Spain","ES","GE80","total","weekly","omicron",2022-01-01,2024-04-01,117,627126,620314.35,672669,732115.775,-104989.775,-45543,6811.65000000001,-0.143405972877164,-0.0677049184157023,0.0109809654515243,3000,"success"
"europe__europe__fi__20-39__female","europe","FI","Finland","FI","20-39","female","weekly","initial",2020-03-01,2020-11-01,35,175,142,173,210,-35,2,33,-0.166666666666667,0.0115606936416185,0.232394366197183,3000,"success"
"europe__europe__fi__20-39__female","europe","FI","Finland","FI","20-39","female","weekly","alpha",2020-11-01,2021-07-01,35,156,141,175,213.025,-57.025,-19,15,-0.267691193892326,-0.108571428571429,0.106382978723404,3000,"success"
"europe__europe__fi__20-39__female","europe","FI","Finland","FI","20-39","female","weekly","delta",2021-07-01,2022-01-01,26,144,104,132,166.025,-22.025,12,40,-0.132659981242335,0.0909090909090909,0.384615384615385,3000,"success"
"europe__europe__fi__20-39__female","europe","FI","Finland","FI","20-39","female","weekly","omicron",2022-01-01,2024-04-01,117,615,485,584,754,-139,31,130,-0.184350132625995,0.0530821917808219,0.268041237113402,3000,"success"
"europe__europe__fi__20-39__male","europe","FI","Finland","FI","20-39","male","weekly","initial",2020-03-01,2020-11-01,35,483,391,438,494,-11,45,92,-0.0222672064777328,0.102739726027397,0.235294117647059,3000,"success"
"europe__europe__fi__20-39__male","europe","FI","Finland","FI","20-39","male","weekly","alpha",2020-11-01,2021-07-01,35,415,378,428,489,-74,-13,37,-0.151329243353783,-0.0303738317757009,0.0978835978835979,3000,"success"
"europe__europe__fi__20-39__male","europe","FI","Finland","FI","20-39","male","weekly","delta",2021-07-01,2022-01-01,26,305,272,316,370,-65,-11,33,-0.175675675675676,-0.0348101265822785,0.121323529411765,3000,"success"
"europe__europe__fi__20-39__male","europe","FI","Finland","FI","20-39","male","weekly","omicron",2022-01-01,2024-04-01,117,1471,1248,1380,1642,-171,91,223,-0.104141291108404,0.0659420289855072,0.178685897435897,3000,"success"
"europe__europe__fi__20-39__total","europe","FI","Finland","FI","20-39","total","weekly","initial",2020-03-01,2020-11-01,35,658,563,631,714,-56,27,95,-0.0784313725490196,0.0427892234548336,0.168738898756661,3000,"success"
"europe__europe__fi__20-39__total","europe","FI","Finland","FI","20-39","total","weekly","alpha",2020-11-01,2021-07-01,35,571,548,626,723.025,-152.025,-55,23,-0.210262402283304,-0.0878594249201278,0.041970802919708,3000,"success"
"europe__europe__fi__20-39__total","europe","FI","Finland","FI","20-39","total","weekly","delta",2021-07-01,2022-01-01,26,449,402,468,561,-112,-19,47,-0.199643493761141,-0.0405982905982906,0.116915422885572,3000,"success"
"europe__europe__fi__20-39__total","europe","FI","Finland","FI","20-39","total","weekly","omicron",2022-01-01,2024-04-01,117,2086,1801,2094,2654,-568,-8,285,-0.214016578749058,-0.00382043935052531,0.158245419211549,3000,"success"
